id,title,presenters,primary_authors,co_authors,collaboration,mini_abstract,poster_link,video_link,all_links,abstract,track,category,abstract_url,poster_session
168,Constraints on Neutrino Emission from Nearby Galaxies Using the 2MASS Redshift Survey and IceCube,Étienne Bourbeau,Étienne Bourbeau,,IceCube,Are the neutrinos observed by IceCube originating from galaxies in our local Universe? Probably Not!,https://indico.fnal.gov/event/19348/contributions/186600/attachments/129662/157385/Neutrino2020_2MRS_poster_v1.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186600/attachments/129662/157385/Neutrino2020_2MRS_poster_v1.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186600/contribution.pdf,4
171,Measurement of the Earth Density Profile with Atmospheric Muon Neutrinos Collected by IceCube,Kotoyo Hoshina,Kotoyo Hoshina,,IceCube Collaboration,Measuring the Earth density using 9yrs of IceCube’s data with the latest knowledge of systematics,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186565/contribution.pdf,1
173,Measurement of the Earth' s Density Profile with Atmospheric Muon Neutrinos Collected by IceCube,Marco Del Tutto,Marco Del Tutto,,IceCube Collaboration,Measuring the Earth's density using 9yrs of IceCube's data with the latest knowledge of systematics,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186402/contribution.pdf,2
174,Neutron detection of the System of on-Axis Neutrino Detection in the  DUNE near detector,SunWoo Gwon,SunWoo Gwon,,,System of on-Axis Neutrino Detection in the DUNE near detector,https://indico.fnal.gov/event/19348/contributions/186211/attachments/129477/157077/neutrino2020_poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186211/attachments/129477/157077/neutrino2020_poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186211/contribution.pdf,3
175,Study of the atmospheric neutrino background for Supernova Relic Neutrino search,Seiya Sakai,Seiya Sakai,,Super-Kamiokande,We compared neutron models by using GEANT4-based simulation for Supernova Relic Neutrino search.,https://indico.fnal.gov/event/19348/contributions/186571/attachments/129798/157629/Neutrino_2020_Poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186571/attachments/129798/157629/Neutrino_2020_Poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186571/contribution.pdf,4
176,Novel Approach for Evaluating Detector Systematics in the MicroBooNE LArTPC,Lauren Yates,Lauren Yates,,MicroBooNE,"Data-driven, model-agnostic method for detector systematic uncertainties applicable to LArTPCs",https://indico.fnal.gov/event/19348/contributions/186575/attachments/130025/158074/2020-06-22_LYates_Neutrino2020Poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186575/attachments/130025/158074/2020-06-22_LYates_Neutrino2020Poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186575/contribution.pdf,1
177,Search for Light Sterile Neutrinos With Eight Years of IceCube Data,Carlos Arguelles,Carlos Arguelles,,IceCube,Results from the eight year sterile neutrino search in IceCube.,https://indico.fnal.gov/event/19348/contributions/186229/attachments/129548/157188/carguelles_neutrino_2020_sterile_poster_v2.pdf,NotFound,"https://indico.fnal.gov/event/19348/contributions/186229/attachments/129548/157189/go,https://indico.fnal.gov/event/19348/contributions/186229/attachments/129548/157188/carguelles_neutrino_2020_sterile_poster_v2.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186229/contribution.pdf,2
178,Probing Non-Standard Interaction (NSI) with ANTARES and KM3NeT neutrino telescopes,N. R. K. Chowdhury,Tarak Thakore,N. R. K. Chowdhury,KM3NeT and ANTARES,Sensitivity study to Non-Standard Interaction parameters with ANTARES and KM3NeT-ORCA,https://indico.fnal.gov/event/19348/contributions/186645/attachments/129523/157146/KM3NeT_CONF_178_Poster_Neutrino2020_ChowdhuryThakore.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186645/attachments/129523/157146/KM3NeT_CONF_178_Poster_Neutrino2020_ChowdhuryThakore.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186645/contribution.pdf,3
179,Sensitivity study of KM3NeT-ORCA to Sterile Neutrinos,Tarak Thakore,Tarak Thakore,"Alba Domi,Joao Coelho",KM3NeT,Searching for sterile neturinos with the upcoming KM3NeT-ORCA neutrino telescope,https://indico.fnal.gov/event/19348/contributions/186525/attachments/129762/157571/KM3NeT_CONF_179_Poster_Neutrino2020_Thakore_v2.1.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186525/attachments/129762/157571/KM3NeT_CONF_179_Poster_Neutrino2020_Thakore_v2.1.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186525/contribution.pdf,4
180,Towards the cross-section measurement of the charged current muon antineutrino single pion production in the T2K near detector.,Grzegorz Zarnecki,Grzegorz Zarnecki,,T2K,Mock data studies for cross-section measurement of single pion production in the T2K near detector.,https://indico.fnal.gov/event/19348/contributions/186191/attachments/129598/157274/gzarnecki_poster_v3.pdf,NotFound,"https://indico.fnal.gov/event/19348/contributions/186191/attachments/129598/157274/gzarnecki_poster_v3.pdf,https://indico.fnal.gov/event/19348/contributions/186191/attachments/129598/157275/gzarnecki_video.webm",null,null,null,https://indico.fnal.gov/event/19348/contributions/186191/contribution.pdf,1
181,The Borexino Monte Carlo simulations for the CNO neutrino detection,Davide Basilico,Davide Basilico,,Borexino Collaboration,Improvements of Borexino simulations crucial to detect the CNO neutrinos based on 2016-2020 data.,https://indico.fnal.gov/event/19348/contributions/186636/attachments/129482/157083/Poster_BorexinoMonteCarlo_Basilico.pdf,https://indico.fnal.gov/event/19348/contributions/186636/attachments/129482/157826/Video_BorexinoMonteCarlo_Basilico.mp4,"https://indico.fnal.gov/event/19348/contributions/186636/attachments/129482/157083/Poster_BorexinoMonteCarlo_Basilico.pdf,https://indico.fnal.gov/event/19348/contributions/186636/attachments/129482/157813/go,https://indico.fnal.gov/event/19348/contributions/186636/attachments/129482/157826/Video_BorexinoMonteCarlo_Basilico.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186636/contribution.pdf,2
182,Improvements and New Applications of Machine Learning Tools for NOvA,Ashley Back,"Ashley Back,Micah Groh",,NOvA Collaboration,NOvA's improved machine learning tools enhance physics capabilities and reduce systematic bias.,https://indico.fnal.gov/event/19348/contributions/186626/attachments/129854/157747/back_groh_poster2020.pdf,https://indico.fnal.gov/event/19348/contributions/186626/attachments/129854/157746/back_groh_poster2020.mp4,"https://indico.fnal.gov/event/19348/contributions/186626/attachments/129854/157746/back_groh_poster2020.mp4,https://indico.fnal.gov/event/19348/contributions/186626/attachments/129854/157747/back_groh_poster2020.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186626/contribution.pdf,3
183,An inclusive electron-neutrino event selection for the Wire-Cell Low-Energy&nbsp;Excess search in MicroBooNE,Jay Hyun Jo,Jay Hyun Jo,,MicroBooNE Collaboration,High performance electron neutrino selection using Wire-Cell reconstruction technique in MicroBooNE,https://indico.fnal.gov/event/19348/contributions/186610/attachments/129953/157911/202006XX_JHJ_NEUTRINO2020_HybridNuE_v3.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186610/attachments/129953/157911/202006XX_JHJ_NEUTRINO2020_HybridNuE_v3.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186610/contribution.pdf,4
184,The EAS installation of the Tien Shan mountain cosmic ray station,Bakhtiyar Iskakov,Bakhtiyar Iskakov,Turlan Sadykov,,The station conducted a wide range of research projects.,https://indico.fnal.gov/event/19348/contributions/186631/attachments/129222/156682/iskakov-poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186631/attachments/129222/156682/iskakov-poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186631/contribution.pdf,1
185,Studies of Quantum Mechanical Coherency Effects in Neutrino-Nucleus Elastic Scattering,Vivek Sharma,Vivek Sharma,Henry Wong,Taiwan Experiment on Neutrino (TEXONO),Study of coherence effects in electroweak interactions with neutrino-nucleus elastic scattering.,https://indico.fnal.gov/event/19348/contributions/186604/attachments/129252/156733/VivekSharma_poster_Neutrino2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186604/attachments/129252/156733/VivekSharma_poster_Neutrino2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186604/contribution.pdf,2
186,Toward MW-class High Power Proton Beam at the J-PARC Neutrino Beamline,Son Cao,Son Cao,,T2K,Essential upgrades to J-PARC neutrino beamline toward 1.3MW are realized with recent achievements.,https://indico.fnal.gov/event/19348/contributions/186623/attachments/129547/157187/nubeam_poster_neutrino2020_s_landscape_v3.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186623/attachments/129547/157187/nubeam_poster_neutrino2020_s_landscape_v3.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186623/contribution.pdf,3
187,A Multiple Particle Identification CNN for MicroBooNE,Rui An,Rui An,,,Multiple-particle identification CNN can improve the MicroBooNE deep learning based $\nu_e$ search.,https://indico.fnal.gov/event/19348/contributions/186619/attachments/129912/158018/Neutrino2020_MPID_RuiAn.pdf,https://indico.fnal.gov/event/19348/contributions/186619/attachments/129912/157898/MPID_Rui.mp4,"https://indico.fnal.gov/event/19348/contributions/186619/attachments/129912/157898/MPID_Rui.mp4,https://indico.fnal.gov/event/19348/contributions/186619/attachments/129912/158018/Neutrino2020_MPID_RuiAn.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186619/contribution.pdf,4
188,Search for muon-philic new light gauge boson at Belle II,Yongsoo Jho,"Po-Yan Tseng,Seong Chan Park,Yongsoo Jho,Youngjoon Kwon",,,"Light muonic force search at Belle II by using ""Dimuon+Missing Energy($\mu^+ \mu^+ + E_{miss}$)"".",https://indico.fnal.gov/event/19348/contributions/186657/attachments/129951/157912/nu2020_YSJ.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186657/attachments/129951/157912/nu2020_YSJ.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186657/contribution.pdf,1
189,Data quality and stability of the Borexino detector,CHIARA GHIANO,CHIARA GHIANO,,BOREXINO,Strategies for data quality and stability of the Borexino detector,https://indico.fnal.gov/event/19348/contributions/186607/attachments/129718/157672/ghiano_poster_neutrino2020_data_quality_and_stability_v4.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186607/attachments/129718/157672/ghiano_poster_neutrino2020_data_quality_and_stability_v4.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186607/contribution.pdf,2
190,Potential dark matter signals at neutrino telescopes,Marco Chianese,Marco Chianese,,,A second leptophilic decaying dark matter component is preferred at 68% C.L. by HESE neutrinos.,https://indico.fnal.gov/event/19348/contributions/186410/attachments/128929/157258/Poster_Neutrino20_190_Marco_Chianese.pdf,https://indico.fnal.gov/event/19348/contributions/186410/attachments/128929/157267/Video_Neutrino20_190_Marco_Chianese.mp4,"https://indico.fnal.gov/event/19348/contributions/186410/attachments/128929/157258/Poster_Neutrino20_190_Marco_Chianese.pdf,https://indico.fnal.gov/event/19348/contributions/186410/attachments/128929/157267/Video_Neutrino20_190_Marco_Chianese.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186410/contribution.pdf,3
191,Neutral Current Background Rejection for the Low-Energy Excess Analysis using Wire-Cell Reconstruction in MicrobooNE,Giacomo Scanavini,Giacomo Scanavini,,MicroBooNE,Rejecting neutral current events using Wire-Cell tool for the low energy excess search in MicroBooNE,https://indico.fnal.gov/event/19348/contributions/186414/attachments/130023/158069/giacomo_scanavini_neutrino_2020.pdf,https://indico.fnal.gov/event/19348/contributions/186414/attachments/130023/158078/giacomo_scanavini_neutrino_2020_video.mp4,"https://indico.fnal.gov/event/19348/contributions/186414/attachments/130023/158069/giacomo_scanavini_neutrino_2020.pdf,https://indico.fnal.gov/event/19348/contributions/186414/attachments/130023/158078/giacomo_scanavini_neutrino_2020_video.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186414/contribution.pdf,4
192,Lepton-Nucleus Cross Section Measurements for DUNE with the LDMX Detector,Nhan Tran,"Nhan Tran,Omar Moreno,Shirley Li",,,LDMX will measure electron-nucleus scattering relevant to long-baseline oscillation program,https://indico.fnal.gov/event/19348/contributions/186620/attachments/129935/157880/nu2020_poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186620/attachments/129935/157880/nu2020_poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186620/contribution.pdf,1
193,Barium capture and identification through bi-color molecular sensors and Two-Photon Absorption microscopy,Pablo Herrero Gómez,"Borja Aparicio,Celia Rogero-Blanco,Fernando Cossio,Francesc Monrabal,Iván Rivilla De la Cruz,Juan José Gomez-Cadenas,Zoraida Freixa",,NEXT,A selective bicolor molecular indicator is being developed as a Barium Tagging device for a GXe TPC.,https://indico.fnal.gov/event/19348/contributions/186405/attachments/129757/157557/poster_nu2020_V4.pdf,https://indico.fnal.gov/event/19348/contributions/186405/attachments/129757/157558/Towards_a_sensor_for_barium_tagging_poster_193.mp4,"https://indico.fnal.gov/event/19348/contributions/186405/attachments/129757/157557/poster_nu2020_V4.pdf,https://indico.fnal.gov/event/19348/contributions/186405/attachments/129757/157560/go,https://indico.fnal.gov/event/19348/contributions/186405/attachments/129757/157558/Towards_a_sensor_for_barium_tagging_poster_193.mp4,https://indico.fnal.gov/event/19348/contributions/186405/attachments/129757/157559/Towards_a_sensor_for_barium_tagging_poster_193.srt",null,null,null,https://indico.fnal.gov/event/19348/contributions/186405/contribution.pdf,2
194,High Statistics CCQE Like Anti Neutrino nucleus cross-section measurements on CH Target With Neutrino Energy ~ 6 GeV,Amit Bashyal,Amit Bashyal,,MINERvA,This presentation will show the current state of analysis and discussion for final results.,https://indico.fnal.gov/event/19348/contributions/186378/attachments/129463/157058/Neutrino2020PosterTemplate_ver5.pdf,https://indico.fnal.gov/event/19348/contributions/186378/attachments/129463/157059/GMT20200607-190859_Bashyal--A_2560x1440.mp4,"https://indico.fnal.gov/event/19348/contributions/186378/attachments/129463/157059/GMT20200607-190859_Bashyal--A_2560x1440.mp4,https://indico.fnal.gov/event/19348/contributions/186378/attachments/129463/157058/Neutrino2020PosterTemplate_ver5.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186378/contribution.pdf,3
