id,title,presenters,primary_authors,co_authors,collaboration,mini_abstract,poster_link,video_link,all_links,abstract,track,category,abstract_url,poster_session
488,Latest results from the Double Chooz Collaboration,Diana Navas Nicolás,Diana Navas Nicolás,,Double Chooz Collaboration,First Double Chooz $\theta_{13}$ measurement via Total neutron Capture detection technique,https://indico.fnal.gov/event/19348/contributions/186210/attachments/129664/157389/poster_Neutrino2020_DCLatestResults.pdf,https://indico.fnal.gov/event/19348/contributions/186210/attachments/129664/157500/video_Neutrino2020_DCLatestResults_2.mp4,"https://indico.fnal.gov/event/19348/contributions/186210/attachments/129664/157389/poster_Neutrino2020_DCLatestResults.pdf,https://indico.fnal.gov/event/19348/contributions/186210/attachments/129664/157500/video_Neutrino2020_DCLatestResults_2.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186210/contribution.pdf,4
489,DUNE as an ultra-light dark matter detector,Pablo Martinez-Miravé,"Abhish Dev,Pablo Martinez-Miravé,Pedro Machado",,,DUNE can probe ultra-light scalars via signal time modulation or distorted neutrino oscillations.,https://indico.fnal.gov/event/19348/contributions/186706/attachments/129499/157111/posterneutrinofinal.pdf,https://indico.fnal.gov/event/19348/contributions/186706/attachments/129499/157441/ULDM_as_an_ultralight_dark_matter_detector.mp4,"https://indico.fnal.gov/event/19348/contributions/186706/attachments/129499/157111/posterneutrinofinal.pdf,https://indico.fnal.gov/event/19348/contributions/186706/attachments/129499/157441/ULDM_as_an_ultralight_dark_matter_detector.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186706/contribution.pdf,1
490,Cherenkov/scintillation separation and performance of water-based liquid scintillator detectors.,Javier Caravaca,"Benjamin Land,Javier Caravaca","Drew Onken,Edith Bourret,Federico Moretti,Gabriel Orebi Gann,Max Smiley,Minfang Yeh,Zara Bagdasarian",,Characterization of water-based liquid scintillator and performance in hybrid optical detectors,https://indico.fnal.gov/event/19348/contributions/186186/attachments/129784/157605/ChessPoster_Neutrino20_v3.pdf,https://indico.fnal.gov/event/19348/contributions/186186/attachments/129784/157749/ChessPoster_Neutrino20_video.mp4,"https://indico.fnal.gov/event/19348/contributions/186186/attachments/129784/157605/ChessPoster_Neutrino20_v3.pdf,https://indico.fnal.gov/event/19348/contributions/186186/attachments/129784/157749/ChessPoster_Neutrino20_video.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186186/contribution.pdf,2
491,Physics potential with LiquidO,Andrea Serafini,"Andrea Serafini,Diana Navas Nicolás","Anatael Cabrera,Fabio Mantovani,Mark Chen,Virginia Strati",LiquidO Collaboration,Neutrino physics with LiquidO at the MeV-scale,https://indico.fnal.gov/event/19348/contributions/186550/attachments/129663/157387/poster_Neutrino2020_LiquidOGeoneutrinos.pdf,https://indico.fnal.gov/event/19348/contributions/186550/attachments/129663/157388/video_Neutrino2020_LiquidOGeoneutrinos.mp4,"https://indico.fnal.gov/event/19348/contributions/186550/attachments/129663/157387/poster_Neutrino2020_LiquidOGeoneutrinos.pdf,https://indico.fnal.gov/event/19348/contributions/186550/attachments/129663/157388/video_Neutrino2020_LiquidOGeoneutrinos.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186550/contribution.pdf,3
492,Simulating Dark Neutrino signatures in SBND,Iker Loïc De Icaza Astiz,Iker Loïc De Icaza Astiz,,SBND,Simulation signatures of a BSM Dark Neutrino model in SBND implemented with GENIE.,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186357/contribution.pdf,4
493,The CHANDLER Reactor Neutrino Detector,Tulasi Subedi,"Alireza Haghighat,Jaewon Park,Jonathan Link,Patrick Huber,Shengchao Li,Tulasi Subedi,Walkup Keegan",,,Observation of reactor antineutrinos with a rapidly-deployable surface-level detector,https://indico.fnal.gov/event/19348/contributions/186399/attachments/129740/157524/final_poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186399/attachments/129740/157524/final_poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186399/contribution.pdf,1
494,Angular power spectrum analysis on current and future neutrino data,Ariane Dekker,Ariane Dekker,"Marco Chianese,Shin'ichiro Ando",,Interpreting the neutrino sky by using anisotropic and isotropic features,https://indico.fnal.gov/event/19348/contributions/186598/attachments/129475/157075/ArianeDekker_Neutrino2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186598/attachments/129475/157075/ArianeDekker_Neutrino2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186598/contribution.pdf,2
495,Sterile Neutrinos in Astrophysical Neutrino Flavor,Kareem Farrag,"Carlos Arguelles,Jordi Salvado,Kareem Farrag,Khandelwal Rishabh,Shivesh Mandalia,Teppei Katori",,,We explore how non-unitarity and sterile neutrinos impact the astrophysical neutrino flavor ratio,NotFound,https://indico.fnal.gov/event/19348/contributions/186675/attachments/129989/157987/Neutrino_2020_Kareem_Farrag_Sterile_Neutrino.mp4,"https://indico.fnal.gov/event/19348/contributions/186675/attachments/129989/157989/Neutrino2020_KareemFarrag_Poster.png,https://indico.fnal.gov/event/19348/contributions/186675/attachments/129989/157987/Neutrino_2020_Kareem_Farrag_Sterile_Neutrino.mp4,https://indico.fnal.gov/event/19348/contributions/186675/attachments/129989/157988/go",null,null,null,https://indico.fnal.gov/event/19348/contributions/186675/contribution.pdf,3
496,Detecting EeV tau neutrinos at PeV energies with IceCube,Ibrahim Safa,Ibrahim Safa,"Alex Pizzuto,Ali Kheirandish,Carlos Arguelles,Francis Halzen,Raamis Hussain,Vandenbroucke Justin",,GZK tau neutrinos can be detected above the astrophysical background at PeV energies with IceCube,https://indico.fnal.gov/event/19348/contributions/186355/attachments/129524/157147/Safa_poster_Neutrino2020.pdf,NotFound,"https://indico.fnal.gov/event/19348/contributions/186355/attachments/129524/157148/go,https://indico.fnal.gov/event/19348/contributions/186355/attachments/129524/157147/Safa_poster_Neutrino2020.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186355/contribution.pdf,4
497,Background studies within the SoLid experiment,Irene Bolognino,Irene Bolognino,"Giel Vandierendonck,Simon Vercaemer",SoLid,Background studies within the SoLid experiment.,https://indico.fnal.gov/event/19348/contributions/186484/attachments/129714/157482/Poster_bck_v06.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186484/attachments/129714/157482/Poster_bck_v06.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186484/contribution.pdf,1
498,NSI effects in next-generation neutrino experiments,Susana Molina Sedgwick,"Mariam Tórtola,Pablo Martinez-Miravé,Susana Molina Sedgwick",,,Can the next generation of neutrino experiments resolve degeneracies caused by NSI in matter?,https://indico.fnal.gov/event/19348/contributions/186297/attachments/129933/157878/Neutrino2020-Poster.pdf,https://indico.fnal.gov/event/19348/contributions/186297/attachments/129933/157910/Neutrino2020-video.mp4,"https://indico.fnal.gov/event/19348/contributions/186297/attachments/129933/157878/Neutrino2020-Poster.pdf,https://indico.fnal.gov/event/19348/contributions/186297/attachments/129933/157910/Neutrino2020-video.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186297/contribution.pdf,2
499,KamLAND2-Zen: Design and status,Spencer Axani,Spencer Axani,"Koji Ishidoshiro,Kosuke Nakamura,Lindley Winslow",KamLAND,The KamLAND-Zen program looks towards the future with KamLAND2-Zen.,https://indico.fnal.gov/event/19348/contributions/186203/attachments/129624/157318/Neutrino2020_--_Electronics_Upgrade_--_KamLAND_poster_.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186203/attachments/129624/157318/Neutrino2020_--_Electronics_Upgrade_--_KamLAND_poster_.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186203/contribution.pdf,3
500,Measurement of Proton Quenching in the MicroCHANDLER Prototype Neutrino Detector,Shengchao Li,Shengchao Li,"Alireza Haghighat,Connor Awe,Jacob Steenis,Jay Runge,Jonathan Link,Keegan Walkup,Phillip Barbeau,Samuel Hedges,Tulasi Subedi,Tyler Johnson,Valerio Mascolino",,Proton quenching is measured in a prototype neutrino detector with neutron beams.,https://indico.fnal.gov/event/19348/contributions/186398/attachments/129506/157369/uCDL_poster_v2.2.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186398/attachments/129506/157369/uCDL_poster_v2.2.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186398/contribution.pdf,4
501,CENNS-750: A Ton-Scale Liquid Argon Detector for CEvNS at the SNS,Benjamin Suh,Benjamin Suh,,COHERENT,A ton-scale single phase liquid argon detector for measuring CEvNS is currently in development.,https://indico.fnal.gov/event/19348/contributions/186487/attachments/129443/157024/nuPoster2.pdf,https://indico.fnal.gov/event/19348/contributions/186487/attachments/129443/157025/CENNS750Poster.mp4,"https://indico.fnal.gov/event/19348/contributions/186487/attachments/129443/157025/CENNS750Poster.mp4,https://indico.fnal.gov/event/19348/contributions/186487/attachments/129443/157024/nuPoster2.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186487/contribution.pdf,1
502,Searching for Dark Matter and Sterile Neutrinos with Coherent CAPTAIN Mills,Edward Dunton,Edward Dunton,,"Coherent CAPTAIN Mills, LANL",CCM searches for sterile neutrinos and light dark matter through coherent scattering.,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186232/contribution.pdf,2
503,Searches for Ultra-High-Energy Neutrinos with the Pierre Auger Observatory,Michael Schimp,Michael Schimp,,The Pierre Auger Collaboration,"Pierre Auger Collaboration searches for UHE neutrinos constrain their flux, production, and sources",https://indico.fnal.gov/event/19348/contributions/186292/attachments/129850/157740/Poster_NEUTRINO2020Chicago.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186292/attachments/129850/157740/Poster_NEUTRINO2020Chicago.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186292/contribution.pdf,3
504,Fast Neutrino Flavor Conversion at Late Time,Soumya Bhattacharyya,Soumya Bhattacharyya,,,"Late time fast conversion: Steady state in time, Flavor pendulum motion in space &amp; decoherence .",https://indico.fnal.gov/event/19348/contributions/186392/attachments/129943/158089/Neu2020postersoumya.pdf,https://indico.fnal.gov/event/19348/contributions/186392/attachments/129943/157894/zoom_0.mp4,"https://indico.fnal.gov/event/19348/contributions/186392/attachments/129943/158089/Neu2020postersoumya.pdf,https://indico.fnal.gov/event/19348/contributions/186392/attachments/129943/157894/zoom_0.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186392/contribution.pdf,4
505,The measurement of the inclusive electron-neutrino charged-current cross-section using the NOvA near detector,Matthew Judah,Matthew Judah,,NOvA Collaboration,The measurement of the inclusive electron-neutrino cross section in the NOvA near detector.,https://indico.fnal.gov/event/19348/contributions/186273/attachments/129905/157836/nova_nueccinc_Neutrino2020_Poster_vFinal.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186273/attachments/129905/157836/nova_nueccinc_Neutrino2020_Poster_vFinal.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186273/contribution.pdf,1
506,Statistical methods for the new data release of GERDA,Lolian Shtembari,Lolian Shtembari,"Allen Caldwell,Matteo Agostini,Oliver Schulz",GERDA,Comparison of Bayesian models for signal discovery and limit setting for the GERDA experiment,https://indico.fnal.gov/event/19348/contributions/186424/attachments/129810/157650/Statistical_methods_for_the_new_data_release_of_GERDA_-_Neutrino_2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186424/attachments/129810/157650/Statistical_methods_for_the_new_data_release_of_GERDA_-_Neutrino_2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186424/contribution.pdf,2
507,Relativistic neutrino transport and chilarilty in supernova explosion,Carlo Salvattore Cruz Sanchez,"Carlo Salvattore Cruz Sanchez,Fulgencio Villegas Silva,Teofilo Vargas Auccalla",,,General Relativistic hydrodynamics and neutrino transport in supernova explosion and helical effects,https://indico.fnal.gov/event/19348/contributions/186650/attachments/129928/158095/Cruz_Neutrino2020_correction.pdf,NotFound,"https://indico.fnal.gov/event/19348/contributions/186650/attachments/129928/158095/Cruz_Neutrino2020_correction.pdf,https://indico.fnal.gov/event/19348/contributions/186650/attachments/129928/157871/Cruz_Neutrino2020.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186650/contribution.pdf,3
508,A first study of the physics potential of a reactor neutrino experiment with Skipper-CCDs,Salvador Rosauro,"Ivan Jesus Martinez Soler,Pedro Machado,Salvador Rosauro,Yuber F Perez-Gonzalez",,vIOLETA,Resilience of a reactor neutrino experiment with Skipper-CCDs to systematic uncertainties.,https://indico.fnal.gov/event/19348/contributions/186320/attachments/129613/157303/Poster_vIOLETA.pdf,https://indico.fnal.gov/event/19348/contributions/186320/attachments/129613/157304/vIOLETA_video.mp4,"https://indico.fnal.gov/event/19348/contributions/186320/attachments/129613/157303/Poster_vIOLETA.pdf,https://indico.fnal.gov/event/19348/contributions/186320/attachments/129613/157304/vIOLETA_video.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186320/contribution.pdf,4
509,Neutrino observatories in high-pressure salt caverns,Benjamin Monreal,Benjamin Monreal,,,"Large high-pressure TPCs salt caverns can do neutrino physics with Ne, H2, and other gases.",https://indico.fnal.gov/event/19348/contributions/186613/attachments/129534/157164/neutrino2020poster.pdf,https://indico.fnal.gov/event/19348/contributions/186613/attachments/129534/157180/Neutrino_observatories_in_high_pressure_salt_caverns.mp4,"https://indico.fnal.gov/event/19348/contributions/186613/attachments/129534/157164/neutrino2020poster.pdf,https://indico.fnal.gov/event/19348/contributions/186613/attachments/129534/157180/Neutrino_observatories_in_high_pressure_salt_caverns.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186613/contribution.pdf,1
510,Hardware Development for the Radio Neutrino Observatory in Greenland,Daniel Smith,Daniel Smith,,RNO-G,Hardware development for the autonomous stations of the ultra-high-energy neutrino experiment RNO-G,https://indico.fnal.gov/event/19348/contributions/186587/attachments/129855/157748/DanSmith_neutrino_poster_2020_v4.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186587/attachments/129855/157748/DanSmith_neutrino_poster_2020_v4.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186587/contribution.pdf,2
511,Purity Monitors for the single-phase ProtoDUNE,Casandra Morris,Casandra Morris,,,The design and operation of the purity monitors for the largest liquid-argon TPC with single phase.,https://indico.fnal.gov/event/19348/contributions/186693/attachments/129460/157659/Neutrino2020_poster_Morris.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186693/attachments/129460/157659/Neutrino2020_poster_Morris.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186693/contribution.pdf,3
512,Machine Learning Based Reconstruction of Neutral Pion in ProtoDUNE-SP,Ka Vang Tsang,Ka Vang Tsang,,ProtoDUNE,A novel approach to reconstruct neutral pion in ProtoDUNE-SP detector,https://indico.fnal.gov/event/19348/contributions/186652/attachments/129873/157786/tsang_nu2020_v4.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186652/attachments/129873/157786/tsang_nu2020_v4.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186652/contribution.pdf,4
513,Heavy Sterile Neutrino Decay at Short-Baseline Experiments,Gabriela Vitti Stenico,"Andre de Gouvea,Gabriela Vitti Stenico,Orlando Luis Goulart Peres,Suprabh Prakash",,,Neutrino decay as an alternative to explain short-baseline experiment results.,https://indico.fnal.gov/event/19348/contributions/186580/attachments/129903/157841/Poster_Neutrino2020.pdf,https://indico.fnal.gov/event/19348/contributions/186580/attachments/129903/157919/Video_Neutrino2020.MOV,"https://indico.fnal.gov/event/19348/contributions/186580/attachments/129903/157841/Poster_Neutrino2020.pdf,https://indico.fnal.gov/event/19348/contributions/186580/attachments/129903/157919/Video_Neutrino2020.MOV",null,null,null,https://indico.fnal.gov/event/19348/contributions/186580/contribution.pdf,1
514,Low-Latency Algorithm for Multi-messenger Astrophysics (LLAMA) search for common sources of gravitational waves and high-energy neutrinos,Doga Veske,Doga Veske,"Imre Bartos,Stefan Countryman,Szabolcs Marka,Yasmeen Asali,Zsuzsa Marka",IceCube,Realtime search for common sources of gravitational-waves and high-energy neutrinos,https://indico.fnal.gov/event/19348/contributions/186629/attachments/129497/157105/neutrino2020.pdf,https://indico.fnal.gov/event/19348/contributions/186629/attachments/129497/157106/neutrino2020.mp4,"https://indico.fnal.gov/event/19348/contributions/186629/attachments/129497/157106/neutrino2020.mp4,https://indico.fnal.gov/event/19348/contributions/186629/attachments/129497/157105/neutrino2020.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186629/contribution.pdf,2
515,SBC-CEvNS,Russell Neilson,Russell Neilson,"Matthew Bressler,Noah Lamb,Stephen Windle",SBC,SBC is developing LAr scintillating bubble chambers sensitive to CE$\nu$NS from reactor neutrinos.,https://indico.fnal.gov/event/19348/contributions/186299/attachments/129832/157735/SBC-CEvNS_poster_2.pdf,https://indico.fnal.gov/event/19348/contributions/186299/attachments/129832/157736/SBC_CEvNS_video.mov,"https://indico.fnal.gov/event/19348/contributions/186299/attachments/129832/157735/SBC-CEvNS_poster_2.pdf,https://indico.fnal.gov/event/19348/contributions/186299/attachments/129832/157736/SBC_CEvNS_video.mov",null,null,null,https://indico.fnal.gov/event/19348/contributions/186299/contribution.pdf,3
516,Measurement of the Uranium-235 Antineutrino Spectrum by PROSPECT,Benjamin Foust,Benjamin Foust,,PROSPECT Collaboration,The latest results of the PROSPECT $^{235}$U antineutrino energy spectrum analysis.,https://indico.fnal.gov/event/19348/contributions/186284/attachments/129926/157868/Foust_Neutrino2020_SpectrumPoster.pdf,https://indico.fnal.gov/event/19348/contributions/186284/attachments/129926/157869/Foust_Neutrino2020_Spectrum.mp4,"https://indico.fnal.gov/event/19348/contributions/186284/attachments/129926/157869/Foust_Neutrino2020_Spectrum.mp4,https://indico.fnal.gov/event/19348/contributions/186284/attachments/129926/157868/Foust_Neutrino2020_SpectrumPoster.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186284/contribution.pdf,4
517,Selection of 1 Electron - 1 Proton Events for the MicroBoonE Deep Learning-based Low Energy Excess Search,Jarrett Moon,Jarrett Moon,,MicroBooNE,Using deep learning in MicroBooNE to select electron neutrinos for the MiniBooNE excess search,https://indico.fnal.gov/event/19348/contributions/186654/attachments/130000/158014/Neutrino2020Poster.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186654/attachments/130000/158014/Neutrino2020Poster.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186654/contribution.pdf,1
518,Bayesian analysis of Project 8's sensitivity to the neutrino mass scale and ordering,Talia Weiss,Talia Weiss,,Project 8,Bayesian study shows Project 8 can measure $m_\beta$ within 40meV (90% C.I.) with ~1 year of data.,https://indico.fnal.gov/event/19348/contributions/186481/attachments/129936/157881/TEWeiss_Neutrino2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186481/attachments/129936/157881/TEWeiss_Neutrino2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186481/contribution.pdf,2
519,The development of the UHE neutrino telescope for EUSO-SPB2,Eliza Gazda,Eliza Gazda,"Andrew Wang,Mahdi Bagheri,Nepomuk Otte,Oscar Romero Matamala",EUSO-SPB2 Cherenkov Camera,Status of the development of the UHE neutrino telescope for EUSO-SPB2.,https://indico.fnal.gov/event/19348/contributions/186453/attachments/129876/157790/neutrino_2020.pdf,https://indico.fnal.gov/event/19348/contributions/186453/attachments/129876/157789/The_Development_of_UHE_Neutrino_Telescope_for_EUSO-SPB2.mp4,"https://indico.fnal.gov/event/19348/contributions/186453/attachments/129876/157790/neutrino_2020.pdf,https://indico.fnal.gov/event/19348/contributions/186453/attachments/129876/157789/The_Development_of_UHE_Neutrino_Telescope_for_EUSO-SPB2.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186453/contribution.pdf,4
520,A Flux Normalization Detector for the COHERENT Experiment,Karla Tellez-Giron-Flores,Karla Tellez-Giron-Flores,Rebecca Rapp,COHERENT,A D2O detector will improve the current neutrino flux uncertainty for all COHERENT analyses.,https://indico.fnal.gov/event/19348/contributions/186676/attachments/129707/157471/D2O_Poster_Nu2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186676/attachments/129707/157471/D2O_Poster_Nu2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186676/contribution.pdf,1
521,vIOLETA: Neutrino Interaction Observation with a Low Energy Threshold Array,Dario Rodrigues,"Dario Rodrigues,Guillermo Fernandez Moroni","Carla Bonifazi,Juan Carlos D'Olivo",vIOLETA,Proposal of a 10 kg of Skipper CCDs for a short baseline neutrino experiment in nuclear reactor.,https://indico.fnal.gov/event/19348/contributions/186436/attachments/129753/157545/Neutrino2020_poster_vIOLETA.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186436/attachments/129753/157545/Neutrino2020_poster_vIOLETA.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186436/contribution.pdf,2
522,Convolutional Neural Network Applied to BiPo Discrimination at SoLid,Victor Buridon,Victor Buridon,"Antonin Vacheret,Gregory Lehaut",SoLid,Deployment of a CNN reduces further the BiPo background in SoLid over the current PSD method.,https://indico.fnal.gov/event/19348/contributions/186375/attachments/129867/157772/Buridon_poster_ID522.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186375/attachments/129867/157772/Buridon_poster_ID522.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186375/contribution.pdf,3
523,Short baseline neutrino program in Argentina,Ivan Pedro Sidelnik,"Emiliano Pozzi,Ivan Pedro Sidelnik,Leonardo Galeta,Paula Curotto",,vIOLETA,Capabilities of reactor facilities in Argentina to perform short baseline neutrino experiments.,https://indico.fnal.gov/event/19348/contributions/186253/attachments/129536/157168/neutrino2020_poster523_reactors_landscape.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186253/attachments/129536/157168/neutrino2020_poster523_reactors_landscape.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186253/contribution.pdf,4
524,An analysis of photons collected from tagged cosmic-ray muons in ProtoDUNE-SP,Bryan Ramson,Bryan Ramson,,DUNE,Photons in ProtoDUNE-SP prefer a simulated Rayleigh Scattering length of 90cm rather than 60cm.,https://indico.fnal.gov/event/19348/contributions/186350/attachments/129435/157012/Neutrino2020_v3BRamson.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186350/attachments/129435/157012/Neutrino2020_v3BRamson.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186350/contribution.pdf,1
525,Precise measurement of two-neutrino double beta decay half-life of $^{100}$Mo using enriched Li$_{2}$$^{100}$MoO$_{4}$ scintillating crystals,Vivek Singh,Vivek Singh,,Lumineu/Cupid-Mo collaboration,Most precise measurement of $2\nu\beta\beta$ decay half life  of 100Mo using cryogenic calorimeters.,https://indico.fnal.gov/event/19348/contributions/186544/attachments/129827/157692/VSingh_2n2bPoster_Neutrino2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186544/attachments/129827/157692/VSingh_2n2bPoster_Neutrino2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186544/contribution.pdf,2
526,EXO-200 and the Search for Neutrinoless Double-Beta Decay,Tim Daniels,Tim Daniels,,EXO-200,Full-dataset neutrinoless double-beta decay limit from EXO-200.,https://indico.fnal.gov/event/19348/contributions/186279/attachments/129819/157675/exo200_poster_daniels_526.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186279/attachments/129819/157675/exo200_poster_daniels_526.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186279/contribution.pdf,3
527,Detector characterization and calibration for PROSPECT,XIANYI ZHANG,XIANYI ZHANG,,PROSPECT collaboration,The poster describes the detector and calibration for the PROSPECT reactorneutrino measurements.,NotFound,https://indico.fnal.gov/event/19348/contributions/186464/attachments/129952/157908/Poster_presentation.mp4,"https://indico.fnal.gov/event/19348/contributions/186464/attachments/129952/157908/Poster_presentation.mp4,https://indico.fnal.gov/event/19348/contributions/186464/attachments/129952/157909/PROSPECT_Neutrino2020_Detector_Calibration_a0.key",null,null,null,https://indico.fnal.gov/event/19348/contributions/186464/contribution.pdf,4
528,Geant4 Simulation Studies to Determine DUNE Muon Monitor System Requirements,Tyler Rehak,Tyler Rehak,,DUNE Collaboration,We propose an array of muon monitors sensitive to possible alterations in the DUNE beamline.,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186258/contribution.pdf,1
529,Light Unstable Sterile Neutrino Search in IceCube,Marjon Moulai,Marjon Moulai,,IceCube Collaboration,"New search for eV-scale, unstable sterile neutrinos in IceCube using atmospheric neutrinos.",https://indico.fnal.gov/event/19348/contributions/186321/attachments/129863/157767/Moulai_poster_final.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186321/attachments/129863/157767/Moulai_poster_final.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186321/contribution.pdf,2
530,Energy response characterisation of the SoLid detector,Behzad Hosseini,"Behzad Hosseini,David Henaff,Maja VERSTRAETEN,Noe Roy",,SoLid collaboration,Calibration and simulation of the energy response of the highly segmented detector SoLid,https://indico.fnal.gov/event/19348/contributions/186407/attachments/129633/157330/ID530Neutrino2020SoLid.pdf,https://indico.fnal.gov/event/19348/contributions/186407/attachments/129633/157331/ID530Neutrino2020SoLid.mov,"https://indico.fnal.gov/event/19348/contributions/186407/attachments/129633/157331/ID530Neutrino2020SoLid.mov,https://indico.fnal.gov/event/19348/contributions/186407/attachments/129633/157330/ID530Neutrino2020SoLid.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186407/contribution.pdf,3
531,Daya Bay’s Latest Oscillation Results Using Neutron Captures on Gadolinium,Olivia Dalager,Olivia Dalager,,Daya Bay Collaboration,Daya Bay's latest measurement and improved systematic uncertainties of $\theta_{13}$.,https://indico.fnal.gov/event/19348/contributions/186332/attachments/129771/157584/DalagerOlivia_DYB_nGdResults.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186332/attachments/129771/157584/DalagerOlivia_DYB_nGdResults.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186332/contribution.pdf,4
532,"CP violation and mass hierarchy with a combined sensitivity of T2K-II, NO$\nu$A and JUNO",Ankur Nath,"Ankur Nath,Son Cao,Tran Van Ngoc","Ng K Francis,Nguyen TH Van,Phan To Quyen",,"CP violation and mass hierarchy with a combined sensitivity of T2K-II, NO$\nu$A and JUNO",https://indico.fnal.gov/event/19348/contributions/186691/attachments/129890/157818/Nu2020_Abstract532_CPV_MH.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186691/attachments/129890/157818/Nu2020_Abstract532_CPV_MH.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186691/contribution.pdf,1
533,Calibrating the SNO+ PMT Array,Lorna Nolan,Lorna Nolan,,SNO+,Methods for PMT-level calibrations in SNO+,https://indico.fnal.gov/event/19348/contributions/186517/attachments/129654/157374/PMTCalPoster_4.pdf,https://indico.fnal.gov/event/19348/contributions/186517/attachments/129654/157375/zoom_4.mp4,"https://indico.fnal.gov/event/19348/contributions/186517/attachments/129654/157374/PMTCalPoster_4.pdf,https://indico.fnal.gov/event/19348/contributions/186517/attachments/129654/157375/zoom_4.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186517/contribution.pdf,2
534,Using the Inverse beta decay spatial topology to select antineutrinos with the SoLid detector.,David Henaff,"David Henaff,Mike Yeresko,Shingo Hayashida",,SoLid collaboration,Reconstruction of annihilation gammas to improve signal over background for the SoLid detector,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186370/contribution.pdf,3
